time,acceleration,activity
2529.221,-0.979,walk
3641.081,0.4078,trot
3480.961,-1.7577,unknown
2032.241,-2.1591,walk
2437.471,-2.4925,walk
2343.191,-4.3752,walk
3605.281,-1.1176,unknown
3256.831,0.2539,unknown
980.671,-2.6264,stand
3078.681,-4.4385,walk
1814.881,-2.7445,unknown
620.061,-1.8981,unknown
2334.511,-1.6405,walk
2163.361,-3.517,walk
1102.781,-1.8335,walk
666.181,-3.2601,unknown
2534.711,0.628,walk
3103.401,-3.1652,walk
2357.001,-0.3773,walk
920.041,-1.4374,walk
3885.901,-1.27,unknown
2402.401,-2.4615,walk
951.161,-4.9767,walk
3827.931,-1.4211,unknown
28.911,-1.4313,unknown
316.421,-1.0569,unknown
2334.241,0.6823,walk
2090.721,-1.093,walk
2666.311,-2.0509,walk
8.021,-1.3616,unknown
3189.061,-3.0466,walk
3144.861,-1.1357,walk
1.341,-0.6222,unknown
466.701,-0.4703,unknown
1320.841,-0.9072,walk
2349.941,-4.3786,walk
3286.021,-2.1647,walk
1214.861,-2.6961,walk
1892.171,-2.5296,unknown
274.031,-1.2624,unknown
724.121,-3.0367,unknown
2935.391,1.9337,unknown
2570.821,-4.6975,walk
1670.051,-3.0657,walk
1954.281,-2.7357,unknown
2428.691,-2.2908,walk
733.691,-2.9199,unknown
2925.411,-4.6282,walk
1103.341,-4.379,walk
3340.891,-3.4977,walk
3357.691,0.0284,walk
2181.041,-1.1727,walk
2461.101,-0.8834,walk
1151.641,-1.178,walk
1184.951,-0.4791,walk
3026.421,-2.9388,walk
13.521,-3.2422,unknown
646.671,-3.0419,unknown
2318.851,-0.2807,walk
3717.581,-3.6276,walk
321.511,-1.8101,unknown
2843.881,-1.248,walk
347.181,-1.6361,unknown
3227.591,-3.1165,walk
1311.111,-1.8792,walk
3830.641,-1.7923,unknown
2540.301,-3.5576,walk
3081.271,-3.6116,walk
168.621,-2.5735,unknown
210.951,-1.3448,unknown
3869.061,-1.4138,unknown
3562.051,-4.9184,unknown
856.841,-2.5409,unknown
3445.251,-2.684,walk
1898.001,-2.7923,unknown
3093.891,-6.19,walk
2496.091,-0.6914,walk
3141.321,-2.0905,walk
2477.601,-0.8429,walk
2070.871,-2.1801,walk
308.241,-2.4295,unknown
2549.101,-2.1536,walk
754.821,-2.9865,unknown
1548.101,0.2876,trot
3105.151,-2.8846,walk
2614.081,-3.5829,walk
423.401,-1.358,unknown
2004.931,-2.708,unknown
151.131,-2.1289,unknown
2303.121,-2.8915,walk
2632.391,-1.08,walk
2454.611,-2.8063,walk
887.351,-3.0557,unknown
647.281,-2.9327,unknown
949.841,-4.6438,walk
308.631,-1.6938,unknown
2551.111,-1.5375,walk
3489.091,2.1444,unknown
1925.901,-2.8171,unknown
3853.131,-1.4282,unknown
1193.231,-3.9811,walk
898.171,-3.0764,unknown
3622.411,-6.0902,trot
382.701,-7.8155,unknown
2371.651,-3.39,walk
843.901,-2.1514,unknown
340.941,-1.6342,unknown
1846.031,-2.7655,unknown
3665.051,-3.4901,walk
785.191,-2.9184,unknown
3221.201,-0.9848,walk
1411.121,-3.0769,walk
29.461,-1.6972,unknown
2796.181,-1.9566,walk
2787.011,-4.1727,trot
3886.101,-1.381,unknown
1586.581,-8.236,trot
347.031,-1.397,unknown
1592.621,4.0621,trot
3477.831,-9.0713,unknown
3865.691,-1.391,unknown
2587.881,0.192,walk
622.631,-2.91,unknown
1036.421,-2.245,walk
209.001,-1.3528,unknown
3697.031,-0.9498,walk
3582.651,3.9533,trot
3054.601,-4.5573,walk
880.481,-2.9317,unknown
59.401,-1.4284,unknown
1002.891,-2.7115,walk
2690.371,-5.2424,walk
233.771,-1.3718,unknown
439.441,-1.3764,unknown
3361.431,-2.8864,walk
1049.081,-4.8857,walk
3887.511,-1.3995,unknown
3834.721,-1.8825,unknown
1406.161,-4.0122,walk
3418.581,-4.4723,unknown
737.661,-2.8686,unknown
2737.831,-3.1475,unknown
3169.421,-2.5716,walk
1246.891,-2.3861,walk
8.551,-1.9915,unknown
2366.551,-1.7693,walk
427.071,-1.14,unknown
42.161,-1.915,unknown
1728.501,-4.9918,walk
1348.161,-4.1098,walk
1374.801,-3.4734,walk
95.271,-0.959,unknown
3279.961,-2.5558,walk
3384.741,-3.0779,walk
2054.641,-1.6925,walk
2095.771,-1.4203,walk
1699.801,-7.289,walk
1125.871,-1.5219,walk
894.661,-3.0435,unknown
1816.071,-2.598,unknown
3251.631,-4.6333,walk
1780.371,-3.3424,walk
1372.451,-5.0943,walk
3059.771,-2.9401,walk
1246.961,-0.7235,walk
3699.471,-4.0519,walk
1655.161,0.2592,walk
3796.991,-3.359,unknown
1200.661,-2.6622,walk
3667.541,-0.6519,walk
143.731,-1.8413,unknown
1882.731,-2.8159,unknown
542.841,-1.4932,unknown
2583.021,-4.7135,walk
3176.771,-4.2275,walk
1825.891,-2.5971,unknown
344.231,-3.3965,unknown
439.601,-1.2794,unknown
151.491,-2.3914,unknown
1395.361,0.5738,walk
3718.231,-4.8987,walk
323.571,-0.5043,unknown
3132.511,-3.1435,walk
822.881,-2.8353,unknown
3312.851,-2.2877,walk
3387.261,-2.5919,walk
3883.741,-0.7711,unknown
1878.141,-2.77,unknown
43.851,-1.3692,unknown
1688.181,-4.8136,walk
2855.521,-4.7919,walk
245.931,-1.2862,unknown
3454.441,-2.8521,walk
1684.401,-4.2404,walk
1788.791,-4.4392,walk
3539.131,-5.6394,walk
15.791,-4.9082,unknown
377.091,-1.7344,unknown
3501.111,-0.8421,trot
1563.481,0.5497,trot
2321.091,0.0913,walk
3248.631,1.2902,walk
2102.451,-5.4046,walk
2000.331,-2.8352,unknown
59.201,-1.5674,unknown
39.081,-2.0854,unknown
676.811,-2.9522,unknown
1032.681,-6.8843,walk
1692.141,-4.7854,walk
2648.801,-3.7016,unknown
976.491,-2.5825,walk
3054.251,-2.3201,walk
290.741,-1.1271,unknown
2955.491,-9.484,trot
3144.691,-3.0725,walk
686.951,-2.9508,unknown
1338.151,-2.0546,walk
2772.491,-3.2874,walk
671.611,-2.9192,unknown
512.291,-1.2964,unknown
2853.431,-3.3211,walk
822.431,-2.8184,unknown
1495.781,-1.1044,walk
180.231,-1.2488,unknown
2791.541,-0.7497,walk
2352.261,-4.7509,walk
1913.441,-2.8502,unknown
332.581,-3.4704,unknown
3525.661,-5.0892,walk
2229.401,-2.3247,walk
1246.841,-4.4147,walk
1190.631,-3.7971,walk
881.601,-2.676,unknown
3768.371,-2.4722,unknown
3670.521,-5.6005,walk
144.751,-1.2003,unknown
1466.591,-3.3956,walk
574.041,-2.9117,unknown
2721.251,-1.9875,walk
423.371,-0.962,unknown
129.251,-1.7957,unknown
2894.921,0.6716,trot
1290.751,-0.9451,walk
2663.741,-1.0604,walk
330.851,-1.8541,unknown
1454.261,-0.0382,walk
2338.441,-4.5042,walk
3333.211,-1.1824,walk
484.341,-0.8086,unknown
2635.321,-3.6936,unknown
817.051,-2.8953,unknown
1551.431,4.4824,trot
126.271,-0.9684,unknown
2276.241,-3.6338,walk
2572.831,-1.6783,walk
3806.681,-2.7263,unknown
2850.041,-5.0602,walk
1706.591,-2.108,walk
935.181,-4.5003,walk
103.011,-0.9008,unknown
1622.211,-8.7032,trot
648.161,-2.8501,unknown
1658.291,-2.8159,walk
810.651,-3.2714,unknown
865.851,-2.9031,unknown
985.081,-4.4301,walk
1691.891,-1.6251,walk
106.881,-1.5793,unknown
465.661,-1.4687,unknown
3135.311,-3.0416,walk
517.351,-1.108,unknown
1728.331,-0.1096,walk
1747.671,-0.6451,walk
2801.461,-6.1142,walk
1299.361,-3.9024,walk
3369.481,-2.8858,walk
1223.351,-1.0719,walk
2554.971,-3.6152,walk
2402.611,-2.0804,walk
3242.841,-3.066,walk
347.731,-3.3866,unknown
3664.051,-4.2105,walk
50.201,-1.5589,unknown
3058.221,-2.3091,walk
1281.291,-3.0693,walk
536.851,-0.6107,unknown
2251.761,-2.6232,walk
865.351,-3.0032,unknown
13.171,0.426,unknown
3196.361,-4.3618,walk
374.451,-2.0633,unknown
3608.031,-0.3193,unknown
2532.311,-2.5979,walk
439.091,-1.6813,unknown
3149.331,-3.4506,walk
217.901,-1.2945,unknown
817.331,-2.9659,unknown
1092.371,-3.8703,walk
473.871,-1.3954,unknown
2302.671,-5.3678,walk
351.541,-2.3654,unknown
377.121,-1.3125,unknown
1763.021,-2.7898,walk
434.451,-0.9998,unknown
3833.291,-1.7733,unknown
1228.821,-2.3815,walk
779.011,-2.9501,unknown
1642.491,-9.5086,trot
3430.581,-2.3599,walk
2032.801,-2.1761,walk
1507.131,-2.9852,trot
2993.491,-1.5475,walk
3412.111,-1.9502,unknown
341.791,-0.7366,unknown
914.051,-3.0163,unknown
2156.261,-3.1834,walk
1082.051,-2.1786,walk
2265.291,-2.8757,walk
1320.471,-3.5254,walk
964.891,-3.8237,walk
26.821,-1.4292,unknown
3531.431,-2.8972,walk
1340.211,-2.4099,walk
482.241,-1.2396,unknown
174.021,-1.3357,unknown
2004.361,-2.7527,unknown
2210.571,-0.6372,walk
765.701,-2.7146,unknown
3344.701,-4.3142,walk
759.271,-3.0949,unknown
3317.221,-2.2943,walk
535.281,-1.2313,unknown
927.451,-3.9684,walk
2320.311,-4.6926,walk
3556.071,-1.8761,trot
574.681,-2.8029,unknown
1336.951,-5.5674,walk
1564.571,-6.7046,trot
3449.861,-2.3179,walk
3439.381,-3.4424,walk
3061.271,-3.1251,walk
2669.771,-3.6465,walk
1855.111,-2.698,unknown
3211.381,-8.4131,unknown
1820.221,-2.9012,unknown
3056.211,-2.2755,walk
2753.561,-0.6515,trot
2672.051,-3.2804,walk
2993.831,-1.4738,walk
3713.361,-1.8696,walk
2808.731,-4.2101,walk
983.511,-0.549,walk
2177.621,-2.3393,walk
1811.581,-2.9689,unknown
1469.991,-1.9685,walk
967.571,-1.0395,walk
1683.721,-2.0078,walk
664.171,-3.0211,unknown
2669.881,-1.8961,walk
2360.941,-1.5302,walk
2876.961,-6.5382,trot
3810.251,-2.8168,unknown
3214.471,-3.503,unknown
3141.631,-2.9389,walk
1985.441,-2.8521,unknown
998.441,-3.9352,walk
2192.901,-2.8832,walk
2714.181,-1.5081,walk
1798.391,-2.7071,unknown
2405.851,-3.6117,walk
332.851,-1.8499,unknown
2694.781,-2.0619,walk
2052.931,-4.6002,walk
312.411,-1.4657,unknown
3779.871,-3.008,unknown
482.211,-0.9921,unknown
338.371,-1.8575,unknown
2195.721,-0.682,walk
3887.541,-1.3504,unknown
2105.191,-4.1926,walk
3711.301,-1.6099,walk
226.801,-1.2467,unknown
1722.341,-0.313,walk
2875.991,-0.3088,trot
861.491,-3.1728,unknown
216.071,-1.2987,unknown
456.691,-2.2771,unknown
923.191,-4.3025,walk
3130.091,-4.3803,walk
2581.131,-3.076,walk
1076.491,-3.9822,walk
630.541,-2.7922,unknown
1577.461,1.8325,trot
643.061,-2.7684,unknown
3767.491,-0.7728,unknown
2430.251,-1.5102,walk
2658.551,-4.0999,walk
2705.351,-0.7924,walk
1243.681,-5.3531,walk
1005.701,-4.6102,walk
606.851,-3.3489,unknown
3683.341,-2.6929,walk
3709.981,-2.591,walk
522.811,-1.1396,unknown
3597.471,0.6157,walk
1692.621,0.8831,walk
1687.581,-5.1177,walk
3323.971,-3.9939,walk
1535.961,2.1425,trot
1750.201,-3.825,walk
2675.321,-3.7637,walk
2457.701,-1.6114,walk
3753.571,-2.2249,walk
1969.031,-2.5294,unknown
1118.791,-4.0305,walk
2038.551,-4.1701,walk
1011.491,-1.5618,walk
1185.181,-3.3015,walk
3733.361,-4.7879,walk
1762.791,0.2723,walk
2920.561,1.3583,walk
708.351,-2.919,unknown
616.051,-2.1562,unknown
3832.631,-1.5935,unknown
2763.391,0.7563,trot
849.661,-2.9186,unknown
2571.411,-1.8443,walk
828.321,-2.8252,unknown
3791.641,-2.7324,unknown
3363.541,-3.3485,walk
186.871,-1.3312,unknown
1845.641,-2.6079,unknown
2632.241,-2.7774,walk
3158.511,-0.57,unknown
2948.791,-3.8979,unknown
786.651,-2.9297,unknown
942.381,-4.5042,walk
3015.721,-1.2183,walk
1877.061,-2.7568,unknown
3275.911,-5.8736,walk
1783.811,-1.9489,walk
3666.741,-3.0146,walk
555.501,-2.7265,unknown
1058.031,-4.305,walk
3264.381,4.9134,unknown
3320.941,-3.8962,walk
759.311,-2.9047,unknown
3309.191,-4.1728,walk
125.961,-1.5695,unknown
2991.331,-3.7219,walk
2564.941,-3.6766,walk
2121.921,-4.5289,walk
1928.791,-2.7638,unknown
3278.721,-4.113,walk
2211.411,-1.4105,walk
3162.771,-4.3644,walk
1570.751,-2.7375,trot
15.111,-1.4529,unknown
2476.331,-2.7179,walk
1496.701,-0.7944,walk
2912.951,1.277,trot
503.241,-1.2861,unknown
62.381,-1.4329,unknown
3619.471,9.9127,trot
3810.781,-2.8548,unknown
398.651,0.9258,unknown
157.581,-5.446,unknown
48.551,-1.2432,unknown
3140.541,1.1009,walk
870.421,-2.9955,unknown
2762.631,-9.8243,trot
2497.841,-0.5662,walk
2801.011,-2.1858,walk
158.391,-0.785,unknown
3839.981,-1.3692,unknown
3296.591,-3.8659,unknown
2315.121,-0.9735,walk
3546.881,2.9903,trot
459.811,-1.498,unknown
3285.911,-4.6382,walk
2084.001,-1.3503,walk
326.541,-1.4329,unknown
2920.651,-4.1356,walk
1673.351,-4.6052,walk
618.941,-0.9314,unknown
523.871,-1.1469,unknown
1926.001,-2.767,unknown
381.251,-2.3021,unknown
3443.411,-3.2523,walk
2146.321,-5.2729,walk
2778.231,-3.1037,trot
3258.231,-8.5347,unknown
2938.041,2.6706,unknown
2698.971,-2.0749,walk
2066.491,-0.7529,walk
1469.871,-3.9385,walk
2105.951,-1.0104,walk
506.511,-1.2051,unknown
2060.921,-2.6942,walk
3229.091,-3.4184,walk
1435.901,-2.3014,walk
42.601,-1.5798,unknown
854.831,-2.884,unknown
2219.061,-3.0399,walk
2389.921,-4.5744,walk
3045.411,-4.5203,walk
1504.961,-1.9862,walk
3281.561,-1.749,walk
3060.281,-2.9104,walk
3310.471,-2.3858,walk
3396.381,-2.4738,unknown
695.881,-2.877,unknown
436.701,-2.5458,unknown
3152.641,0.2892,unknown
1391.861,-2.8369,walk
3286.511,-1.7615,walk
2262.651,-1.9992,walk
1297.961,-2.302,walk
3743.601,-1.75,walk
941.581,-1.8413,walk
1091.791,-4.3305,walk
1863.461,-3.0118,unknown
1763.311,-4.3815,walk
3064.081,-2.5066,walk
3066.571,-2.7446,walk
1180.091,-3.6894,walk
1521.481,-3.6805,walk
2920.741,-5.6608,walk
513.751,-1.3296,unknown
2195.571,-2.2334,walk
218.901,-1.3416,unknown
607.601,-2.7323,unknown
2060.731,-0.6951,walk
3446.071,-2.3597,walk
1885.481,-2.7491,unknown
1131.711,-2.2554,walk
153.001,-1.0583,unknown
991.101,-4.3288,walk
1971.571,-2.9531,unknown
2854.081,-2.595,walk
348.141,-2.0689,unknown
2032.001,-2.0882,walk
3430.371,-0.8259,walk
3721.911,-2.9676,walk
2846.491,-4.2327,walk
1214.691,-2.6538,walk
309.841,-9.7612,unknown
3548.981,5.2224,trot
3304.491,-2.254,walk
3534.091,-4.1401,walk
1213.401,-4.9212,walk
1027.031,-3.1718,walk
3793.441,-2.9056,unknown
2614.601,-3.995,walk
2885.021,-3.9606,walk
3685.421,-4.2831,walk
3790.971,-2.9849,unknown
3810.171,-2.8269,unknown
1832.301,-2.8008,unknown
1110.911,-3.6431,walk
3511.321,-8.3243,trot
2942.781,-5.1735,unknown
3250.861,-1.9605,walk
1073.281,-0.1865,walk
1741.701,-2.1982,walk
3793.611,-2.6732,unknown
3268.021,-0.7433,walk
1847.371,-2.7478,unknown
292.951,-1.9338,unknown
2556.591,-3.771,walk
164.181,-1.4579,unknown
293.921,-1.5369,unknown
1709.401,-1.8601,walk
3458.211,-0.2518,walk
1896.481,-2.8653,unknown
694.831,-2.9166,unknown
2554.631,-1.3583,walk
2426.901,-5.3276,walk
2049.971,-3.454,walk
3347.111,-1.8997,walk
627.451,-2.3714,unknown
3676.801,-0.5474,walk
1679.501,-2.3481,walk
556.571,-1.5902,unknown
66.401,-1.9434,unknown
18.561,-2.643,unknown
1398.441,-1.9782,walk
3455.001,-4.1752,walk
1692.991,-4.5429,walk
2403.761,-4.4253,walk
1174.161,-3.4244,walk
786.341,-2.8889,unknown
732.491,-2.8856,unknown
3337.111,-1.7879,walk
3031.951,-3.3487,walk
111.201,-1.0202,unknown
2244.531,-2.0898,walk
3288.561,-1.181,walk
3789.311,-2.7946,unknown
1853.111,-2.6803,unknown
1005.201,-3.8489,walk
1891.891,-2.6104,unknown
1924.321,-2.8511,unknown
3378.981,-1.4391,walk
2294.591,-3.2899,walk
1011.301,0.6204,walk
394.061,3.7281,unknown
486.131,-1.0128,unknown
885.221,-2.7501,unknown
452.691,-1.6846,unknown
389.541,0.4322,unknown
139.171,-1.0819,unknown
3228.431,-0.9191,walk
2624.121,-3.9904,walk
2666.441,-4.8025,walk
1463.241,-4.2036,walk
2903.271,-2.9605,walk
3755.371,-6.3735,walk
1244.141,-3.1943,walk
2385.391,-1.8899,walk
1712.091,-2.6687,walk
1467.811,-4.5394,walk
2280.971,-4.3017,walk
281.941,-1.2596,unknown
3148.441,-2.8599,walk
2035.241,-1.4774,walk
2703.081,-1.5142,walk
878.281,-2.7205,unknown
3695.011,-0.9042,walk
1280.011,-3.8179,walk
3788.521,-2.6771,unknown
2240.851,-2.8919,walk
1653.631,-4.2307,walk
4.311,-0.8848,unknown
2497.141,2.9053,walk
3829.391,-1.6267,unknown
3384.131,-1.9825,walk
390.441,-0.124,unknown
843.241,-1.9894,unknown
2094.601,-2.6611,walk
326.591,-1.0096,unknown
2471.431,-1.7916,walk
256.801,-1.2602,unknown
3739.391,-2.3743,walk
3347.851,-2.817,walk
274.181,-1.1929,unknown
1624.901,0.5179,trot
1852.521,-2.7313,unknown
510.711,-0.4586,unknown
2018.671,-4.7201,walk
516.151,-1.3761,unknown
674.631,-2.9115,unknown
463.591,-1.843,unknown
3236.161,-3.9258,walk
888.911,-2.935,unknown
100.861,-0.6925,unknown
3140.331,-3.3334,walk
2378.451,-5.1758,walk
325.931,-1.2512,unknown
192.821,-1.2613,unknown
405.821,-2.1715,unknown
1141.491,-3.3811,walk
306.001,-1.2743,unknown
2082.371,-2.2762,walk
2097.921,-2.7872,walk
3709.401,-1.3623,walk
1076.971,-1.4519,walk
1062.131,-3.4662,walk
1569.981,-8.425,trot
1115.721,-3.1766,walk
2884.801,-2.6215,walk
2468.571,-3.5411,walk
2553.801,-3.0867,walk
1742.051,-4.5784,walk
1767.671,-4.4583,walk
434.401,-1.5049,unknown
1088.771,-1.0218,walk
77.301,-1.2039,unknown
1199.901,-0.7411,walk
1344.951,-3.0546,walk
1539.261,-3.9023,trot
516.101,-1.1176,unknown
1323.371,-3.0754,walk
2448.541,-1.4999,walk
2861.881,2.9417,trot
793.351,-2.8443,unknown
2166.311,-2.5641,walk
3068.111,-4.6483,walk
329.811,-1.4433,unknown
3132.401,-3.0504,walk
2921.261,-4.6808,walk
649.461,-2.9111,unknown
1862.371,-1.4873,unknown
2048.561,-1.8907,walk
3090.081,-4.6499,walk
1402.561,-3.8696,walk
603.801,-2.743,unknown
446.521,-1.7782,unknown
2988.981,-1.6043,walk
3635.651,-1.1003,trot
3285.941,-4.5248,walk
1481.641,-3.144,walk
3565.341,-2.2471,unknown
1991.091,-3.6657,unknown
3599.571,-2.3861,walk
778.871,-2.9416,unknown
1114.501,-1.6081,walk
3636.501,3.6941,trot
2132.441,-2.8001,walk
3187.171,-3.4071,walk
1874.921,-2.7529,unknown
740.621,-2.9754,unknown
234.241,-1.2716,unknown
1301.671,-1.3633,walk
3797.541,-3.4213,unknown
120.431,-1.3664,unknown
179.791,-0.9132,unknown
2499.261,-2.754,walk
3100.501,-4.3579,walk
451.371,-1.8342,unknown
555.421,-4.9091,unknown
456.991,2.2034,unknown
3138.941,-1.3937,walk
1140.161,-4.0143,walk
3338.031,-1.2949,walk
840.721,-2.8469,unknown
3039.741,-1.5384,walk
364.191,-3.1625,unknown
3060.331,-4.4458,walk
1494.661,-2.9821,walk
3330.091,-5.2836,walk
1988.421,-2.8281,unknown
3370.131,-3.5065,walk
336.011,-1.3644,unknown
3219.891,-2.5972,walk
1442.291,-4.3731,walk
3012.241,-2.194,walk
3668.601,-2.4237,walk
2721.021,-1.8655,walk
1639.281,5.8606,trot
3045.871,-3.3651,walk
723.971,-2.9087,unknown
2447.291,-1.9741,walk
1321.131,-2.2276,walk
605.691,-3.4245,unknown
3716.201,-3.422,walk
898.081,-2.9413,unknown
1763.621,-4.4443,walk
3478.561,-4.4131,unknown
3124.921,-1.3127,walk
31.691,-1.3391,unknown
1178.451,-1.767,walk
2543.901,0.7722,walk
1543.671,8.8722,trot
1454.901,-4.7533,walk
1051.801,-3.0817,walk
421.971,-1.4762,unknown
3435.061,-3.054,walk
1110.581,-4.228,walk
1113.441,-0.8101,walk
828.361,-2.9187,unknown
1510.131,-9.8125,trot
2609.641,-1.5694,walk
1441.321,-3.1485,walk
2712.661,-1.9423,walk
47.361,-1.2152,unknown
2028.521,-4.8159,walk
1966.571,-2.8698,unknown
1218.551,-4.2927,walk
44.221,-1.3527,unknown
106.841,-1.3268,unknown
1515.621,-1.099,trot
3082.491,-3.2498,walk
1751.051,-2.343,walk
1576.081,-3.8672,trot
2561.791,-1.4965,walk
1243.261,-4.8935,walk
2540.881,-0.3644,walk
480.351,-1.4352,unknown
2178.401,-2.7203,walk
1782.081,-1.2803,walk
3605.961,-1.6557,unknown
2738.631,-9.4978,unknown
1198.471,-3.0725,walk
147.751,-0.7499,unknown
1076.611,-2.456,walk
2368.341,-4.9967,walk
1889.071,-2.7686,unknown
2120.511,-3.9464,walk
1673.531,-0.5351,walk
1830.051,-2.8359,unknown
1343.481,-3.2202,walk
1936.651,-2.9654,unknown
3337.341,-2.3372,walk
2923.251,-1.8841,walk
1384.561,-4.6628,walk
432.251,-1.2244,unknown
1241.951,-4.6839,walk
3809.441,-2.926,unknown
3258.411,0.4633,unknown
3161.201,-1.9861,walk
761.661,-1.9693,unknown
1640.201,5.2399,trot
2133.551,-3.1261,walk
1717.941,-3.2521,walk
2645.051,-3.411,unknown
269.721,-1.3759,unknown
110.941,-0.6917,unknown
1904.431,-5.1636,unknown
3343.681,-2.2679,walk
40.991,-1.3077,unknown
2095.991,-2.4894,walk
1069.381,-0.9874,walk
3459.771,-3.6069,walk
130.781,-0.9224,unknown
2788.331,5.7413,trot
3106.701,-4.0918,walk
138.671,-1.3822,unknown
590.941,-2.5849,unknown
426.251,-0.8771,unknown
2229.781,-3.271,walk
293.121,-0.5299,unknown
1679.091,-3.6847,walk
3852.991,-1.3826,unknown
1284.731,-1.1136,walk
3102.541,-1.704,walk
3841.981,-1.0739,unknown
2266.731,-2.5714,walk
3834.661,-2.475,unknown
921.901,-3.9597,walk
2192.471,-3.8492,walk
3314.521,-1.8002,walk
3166.921,-3.5767,stand
3200.751,-3.2413,walk
2792.241,-0.5718,walk
315.771,-1.2154,unknown
615.081,-3.3537,unknown
429.591,-1.3132,unknown
2713.171,-2.303,walk
3014.981,-2.0776,walk
1073.911,-2.7178,walk
426.221,-1.5423,unknown
609.921,-2.8058,unknown
2527.941,-2.1273,walk
230.571,-1.2882,unknown
1451.931,-5.3162,walk
3403.901,4.1108,unknown
426.311,-1.3418,unknown
3168.171,-2.929,stand
1583.321,2.7918,trot
2004.351,-2.8285,unknown
3031.381,-1.399,walk
785.901,-2.8749,unknown
2855.811,-0.7682,walk
2548.231,-2.6324,walk
531.561,-1.2681,unknown
1994.221,-2.5426,unknown
1650.211,-4.147,walk
2506.381,-1.6607,walk
271.551,-1.1531,unknown
3335.461,-2.1057,walk
647.421,-2.9263,unknown
706.031,-2.877,unknown
1780.221,-3.637,walk
602.121,-2.7452,unknown
3129.491,-1.0095,walk
1782.451,-3.5892,walk
2456.031,-0.6027,walk
2112.341,-5.6997,walk
1356.161,-1.1421,walk
786.581,-2.9393,unknown
1609.231,3.2968,trot
1267.171,-0.3826,walk
3826.371,-1.7883,unknown
1549.021,-5.3847,trot
489.301,-1.1811,unknown
1502.981,-3.7828,walk
336.121,-1.8361,unknown
473.591,-1.5119,unknown
2255.251,-2.1881,walk
298.371,-2.1373,unknown
1527.481,-4.8638,walk
2327.881,-1.4477,walk
3752.121,-2.579,walk
497.741,-1.5094,unknown
103.031,-0.8486,unknown
3343.831,-3.3682,walk
2244.151,-2.6833,walk
903.831,-3.4247,unknown
2063.081,-2.6948,walk
2452.041,-1.9325,walk
2586.941,-9.3229,walk
1895.151,-2.6395,unknown
2049.341,-2.9719,walk
1134.191,-4.0122,walk
1149.951,-4.5747,walk
1138.311,-3.3724,walk
3179.631,-4.8209,walk
1448.111,-3.1217,walk
3096.701,-4.9297,walk
1074.681,-0.4336,walk
440.091,-0.8934,unknown
3021.761,-4.4044,walk
2727.181,-3.3196,walk
2435.621,-0.0508,walk
889.881,-2.9298,unknown
3270.521,-5.3815,walk
1144.251,-3.0238,walk
1810.941,-2.6751,unknown
3712.381,-2.6254,walk
1868.001,-2.6404,unknown
267.641,-1.2689,unknown
1776.871,-4.1771,walk
2950.971,-5.0935,unknown
868.101,-2.8917,unknown
1316.481,-1.9531,walk
1992.681,-2.7279,unknown
289.451,-1.0468,unknown
780.931,-2.8693,unknown
1382.121,-3.8631,walk
1146.811,-3.7782,walk
1848.271,-2.7168,unknown
3588.161,-9.7478,trot
1968.361,-2.71,unknown
3577.301,-4.7509,unknown
3319.691,-4.0862,walk
778.801,-2.8767,unknown
1248.191,-2.9689,walk
3881.711,-1.3564,unknown
2904.781,0.3256,walk
2176.351,-3.3601,walk
211.741,-1.3005,unknown
1965.401,-2.7206,unknown
2035.161,-1.1025,walk
1278.211,-3.649,walk
2683.651,-3.7253,unknown
262.471,-1.6511,unknown
3643.331,-4.3802,walk
681.261,-2.7766,unknown
394.021,-2.8437,unknown
1786.041,-3.3876,walk
821.081,-3.2355,unknown
696.721,-2.9244,unknown
2708.121,-1.2734,walk
