time,acceleration,activity
2305.401,-4.1696,walk
3419.741,-3.1919,unknown
2814.301,-1.6306,trot
3535.271,-2.6011,walk
3771.971,-2.4952,unknown
3265.251,-4.5226,walk
1388.601,-3.6792,walk
3059.941,-1.0721,walk
1775.421,-2.2507,walk
2917.981,-1.5767,walk
2759.161,-1.6091,trot
539.961,-0.5547,unknown
1095.011,-2.2043,walk
3194.751,-2.3001,walk
1466.491,-4.9915,walk
1212.271,-2.1094,walk
1732.211,0.5156,walk
2859.801,1.6464,walk
3770.421,-1.5132,unknown
3447.281,-1.8796,walk
1023.961,-3.8042,walk
2798.681,-1.2408,walk
996.521,-0.8149,walk
1487.561,-1.8453,walk
2210.101,-2.4107,walk
816.871,-2.7623,unknown
332.731,-0.5013,unknown
3729.401,-1.7448,walk
1479.971,-2.6672,walk
569.581,-2.9977,unknown
2484.441,-1.8449,walk
3023.011,-3.5171,walk
1472.521,-1.0075,walk
2380.311,-3.0062,walk
3489.031,-3.9756,unknown
3365.331,-4.0206,walk
917.431,-2.7817,unknown
2287.001,-2.987,walk
2352.171,-4.1863,walk
971.941,-1.7906,walk
2457.761,-0.4437,walk
384.841,3.3743,unknown
1162.531,-3.2791,walk
2220.681,-2.2325,walk
1038.941,-2.9288,walk
3230.921,-1.155,walk
73.661,-1.423,unknown
1830.001,-2.6324,unknown
1131.851,-1.7067,walk
379.521,-2.7333,unknown
2408.221,-2.6915,walk
1572.031,-4.2095,trot
170.831,-0.8054,unknown
3501.971,-0.8434,trot
2232.981,-3.1582,walk
191.211,-1.3588,unknown
569.391,-3.2072,unknown
2017.131,-1.4501,walk
3319.191,-2.8461,walk
1151.821,-2.6228,walk
2687.171,-2.2236,walk
1164.341,-2.4683,walk
1889.201,-2.639,unknown
957.941,-3.5105,walk
3595.381,-3.3332,walk
3701.441,-2.5146,walk
546.411,-1.1748,unknown
392.691,-0.04,unknown
3132.731,-0.6834,walk
3364.501,0.4708,walk
3136.871,-2.4513,walk
1297.431,-4.5476,walk
472.591,-1.5197,unknown
1244.611,-4.0805,walk
1049.361,-5.4104,walk
3495.471,-8.0519,trot
3444.451,-4.5059,walk
496.651,-1.2135,unknown
3836.671,-0.0672,unknown
2522.101,-4.0878,walk
579.941,-2.8445,unknown
3.451,5.9052,unknown
83.681,-1.1415,unknown
2394.421,-4.8787,walk
50.091,-1.4078,unknown
3672.541,-3.3688,walk
381.151,1.0584,unknown
3116.381,-0.9185,trot
3479.081,-3.8093,unknown
320.551,-2.0847,unknown
3182.311,-2.0236,walk
2380.971,-4.531,walk
3852.621,-1.4924,unknown
1539.571,-6.3905,trot
3049.551,-4.9781,walk
3581.651,-8.6669,trot
2951.431,1.1156,unknown
3181.581,-1.706,walk
2744.751,-3.2152,trot
1903.511,-2.7831,unknown
2536.171,-1.9638,walk
3115.481,-4.6239,trot
3017.021,-4.3179,walk
1175.171,-1.9188,walk
962.271,-1.6613,walk
3769.711,-4.7595,unknown
3173.261,-0.0083,walk
1838.731,-2.7282,unknown
746.651,-2.9166,unknown
2442.861,-1.6719,walk
3148.311,-3.7016,walk
2155.011,-4.6438,walk
213.801,-1.2962,unknown
534.891,-1.016,unknown
22.171,-1.2418,unknown
2064.881,-5.2335,walk
1829.821,-2.6108,unknown
1074.031,-3.9912,walk
569.731,-3.4667,unknown
683.271,-2.9858,unknown
1051.731,-0.684,walk
1437.731,-1.5508,walk
513.211,-1.2826,unknown
654.011,-2.7722,unknown
681.301,-3.0438,unknown
2496.001,-8.2475,walk
39.241,-1.5782,unknown
47.661,-1.5765,unknown
329.191,-0.1481,unknown
2880.371,-0.9225,walk
3223.471,-4.5346,walk
248.801,-1.3285,unknown
1452.181,-2.8811,walk
3640.801,-9.6829,trot
2946.211,-4.7498,unknown
1913.271,-2.7712,unknown
2392.111,-4.8098,walk
222.271,-1.2518,unknown
1552.291,-2.271,trot
2719.681,-2.9745,walk
1225.701,-2.8684,walk
3584.931,-7.8328,trot
3890.061,-1.3143,unknown
3397.051,-7.3301,unknown
868.501,-2.9679,unknown
3571.151,-4.864,unknown
1791.871,-2.72,unknown
761.531,-1.1894,unknown
184.701,-1.3558,unknown
1152.221,-3.512,walk
1568.031,4.9123,trot
1901.271,-2.8141,unknown
3463.411,-4.1452,walk
2092.781,0.3971,walk
1957.371,-2.7353,unknown
348.931,-1.6852,unknown
3599.001,-3.4495,walk
1915.411,-2.8219,unknown
1446.491,-1.7042,walk
1873.721,-2.7621,unknown
2252.981,-1.342,walk
1532.641,-5.4039,walk
1835.971,-2.8098,unknown
433.871,-4.1214,unknown
3388.271,-3.9489,walk
1591.241,-1.0991,trot
805.391,-2.9089,unknown
2409.201,-3.0817,walk
345.481,-1.5834,unknown
1208.981,-2.1401,walk
3284.971,-4.493,walk
479.681,-1.386,unknown
3232.881,-1.5816,walk
1303.621,-4.4344,walk
3188.791,-4.6295,walk
3667.811,-5.1257,walk
2214.611,-1.1441,walk
1837.401,-2.8564,unknown
2403.831,-1.951,walk
2846.331,-3.9047,walk
2320.211,-5.0984,walk
2291.241,-1.7693,walk
2911.601,-1.1904,trot
3619.111,-2.9938,trot
2248.331,-3.5521,walk
786.941,-2.906,unknown
1998.801,-2.872,unknown
1974.751,-2.989,unknown
3101.781,-2.3511,walk
1399.871,-3.8256,walk
906.221,-2.9416,unknown
3042.411,-3.3795,walk
2049.781,-3.4183,walk
3057.141,-2.7757,walk
3851.601,-1.4001,unknown
2390.881,-3.3142,walk
3662.211,-0.5493,walk
185.911,-1.4588,unknown
3513.781,-8.0395,trot
880.901,-3.1026,unknown
1631.861,-8.334,trot
1853.231,-2.7704,unknown
62.191,-1.5095,unknown
1997.961,-2.7628,unknown
2205.821,-1.2582,walk
3433.061,-4.1704,walk
2388.591,-4.0018,walk
1099.741,-3.2071,walk
383.171,-1.7838,unknown
2427.541,-1.8415,walk
1296.331,-3.9544,walk
3143.401,-2.1226,walk
3171.291,-2.8143,walk
2618.981,-4.1085,walk
2169.721,-1.9759,walk
3762.981,-1.3893,unknown
3883.021,-1.2765,unknown
2021.151,-1.6181,walk
1159.391,-5.5244,walk
1501.921,-3.2097,walk
1042.351,-4.9282,walk
1809.711,-1.7463,unknown
3724.541,-4.9242,walk
2117.541,-3.3956,walk
2450.031,-1.1144,walk
1890.021,-2.6235,unknown
2016.451,-1.3285,walk
3384.941,-4.915,walk
1045.771,0.8558,walk
987.211,-3.3328,walk
1184.321,-1.0308,walk
2310.161,-1.7284,walk
1170.671,-2.2671,walk
2812.381,1.0632,trot
1367.361,-3.8772,walk
137.901,-1.5539,unknown
1238.241,-0.6449,walk
252.951,-1.2807,unknown
2160.041,-4.7967,walk
1383.611,-3.2389,walk
1150.021,-2.0739,walk
3126.011,-4.6473,walk
785.461,-2.9933,unknown
1963.621,-2.7492,unknown
768.781,-2.993,unknown
2671.471,-1.1115,walk
2508.461,-3.0194,walk
3367.411,-2.7243,walk
2477.221,-3.0759,walk
2712.481,-3.0267,walk
1105.641,-2.2866,walk
726.131,-3.0409,unknown
3655.521,-4.0013,walk
2342.721,-1.6452,walk
2712.281,-4.8789,walk
410.791,-0.1917,unknown
1466.981,-3.2204,walk
593.881,-2.8826,unknown
2408.261,-1.7281,walk
993.281,-3.1252,walk
1232.621,-4.8067,walk
366.331,0.0188,unknown
1954.071,-2.747,unknown
1155.431,-1.0599,walk
2096.111,-2.9853,walk
2033.471,-3.2012,walk
139.371,-1.076,unknown
800.271,-2.7802,unknown
3195.821,-1.5881,walk
569.111,-2.8016,unknown
549.461,-0.9993,unknown
3355.291,-4.0188,walk
61.481,-1.4065,unknown
50.901,-1.584,unknown
3330.791,-4.5782,walk
318.871,-1.1511,unknown
1523.661,-5.6063,walk
2232.931,-3.292,walk
1875.501,-2.6865,unknown
1599.851,5.6136,trot
1731.911,-1.906,walk
2628.701,-2.8034,walk
850.921,-2.8592,unknown
3349.151,-1.8014,walk
3264.701,-1.2338,unknown
1486.101,-2.6139,walk
375.741,-0.4617,unknown
495.281,-1.1842,unknown
2207.301,-1.217,walk
1470.201,-1.7548,walk
15.531,0.0322,unknown
566.461,-3.9339,unknown
1803.691,-2.5537,unknown
1991.671,-2.9222,unknown
471.641,-1.1339,unknown
725.031,-2.7239,unknown
1020.621,-5.2623,walk
701.001,-2.8585,unknown
3078.471,-1.8995,walk
3463.391,-4.5743,walk
1396.401,-2.127,walk
1644.241,-3.0335,trot
283.331,-1.2848,unknown
3680.011,-2.7173,walk
3874.781,-2.9671,unknown
2620.851,-3.2388,walk
1986.291,-2.7672,unknown
3759.331,-1.5247,unknown
2655.951,-1.8019,walk
755.391,-2.6655,unknown
3170.951,-2.8418,walk
3184.161,-2.19,walk
92.161,-0.9443,unknown
298.771,-2.0105,unknown
3730.381,-0.8976,walk
3540.231,-3.3606,walk
379.741,1.4291,unknown
1749.721,-1.3587,walk
3861.351,-1.3766,unknown
3187.991,-2.0902,walk
1994.611,-2.8552,unknown
2523.381,-0.9904,walk
1834.091,-2.9071,unknown
2939.021,-2.7311,unknown
1571.031,8.0114,trot
1492.911,-3.1432,walk
2790.941,1.0973,walk
1548.371,-8.826,trot
2927.821,-2.5477,walk
2661.581,-2.3593,walk
1873.951,-2.7617,unknown
3223.211,-3.8644,walk
815.731,-2.9122,unknown
875.711,-1.4504,unknown
1023.441,-1.4014,walk
3077.191,-2.6935,walk
2652.161,-3.0886,walk
337.231,-4.0961,unknown
3303.311,-2.9017,walk
521.211,-1.0585,unknown
1309.011,-0.1789,walk
1239.641,-3.588,walk
2119.551,-4.8015,walk
2761.251,4.0008,trot
194.361,-0.894,unknown
598.251,-2.8795,unknown
1225.781,-5.7296,walk
1118.081,0.0483,walk
1042.411,-3.8733,walk
189.431,-1.4365,unknown
1941.801,-2.7868,unknown
2775.961,-7.667,trot
1867.071,-2.6231,unknown
406.111,-7.4455,unknown
468.921,-1.4711,unknown
1935.341,-2.814,unknown
3779.631,-2.8048,unknown
154.101,-0.6284,unknown
2736.811,1.222,walk
3351.291,-4.7324,walk
1194.861,-4.0493,walk
2872.011,-6.8506,trot
1921.631,-2.8171,unknown
1453.481,-4.6865,walk
1785.271,-4.4137,walk
2165.351,-4.9396,walk
18.421,0.8065,unknown
621.541,-4.0407,unknown
2393.081,-3.0949,walk
458.031,-2.7684,unknown
3297.291,-2.4428,unknown
1102.351,-3.0589,walk
349.721,-1.6055,unknown
79.651,-1.6775,unknown
3680.641,-1.2134,walk
2103.771,-4.9277,walk
2678.231,-4.2828,unknown
2605.491,-2.0796,walk
186.271,-1.4606,unknown
2516.321,-2.8419,walk
2309.311,-2.5743,walk
943.751,-1.6098,walk
1389.271,-1.7144,walk
962.881,0.0388,walk
1514.251,-8.178,trot
297.181,-1.7631,unknown
700.001,-2.8879,unknown
3479.961,-4.8572,unknown
97.721,-1.7998,unknown
3759.591,-3.9777,unknown
468.701,-1.4493,unknown
1379.191,-2.8857,walk
1287.611,-4.3979,walk
1597.421,-5.4256,trot
1935.711,-2.7991,unknown
2480.121,1.078,walk
946.951,-2.6034,walk
2671.221,-3.8209,walk
3120.121,-1.0477,walk
3344.711,-4.7491,walk
1277.171,-2.0679,walk
2206.421,-0.2839,walk
3810.561,-2.907,unknown
2552.221,-2.3505,walk
1473.311,-2.403,walk
1921.121,-2.8086,unknown
2319.931,-2.5994,walk
1271.871,-5.168,walk
2604.041,-2.7499,walk
1892.831,-2.5098,unknown
622.451,-1.5856,unknown
1231.821,-1.5766,walk
1173.001,-3.5546,walk
3644.091,-4.495,walk
1263.371,-4.1732,walk
80.531,-1.1704,unknown
2270.591,-1.7802,walk
1487.051,-2.8742,walk
3323.211,-1.2639,walk
923.931,-5.4757,walk
2951.071,-1.2214,unknown
2628.861,-4.5975,walk
855.341,-2.8633,unknown
2405.381,-0.6548,walk
3796.511,-2.2989,unknown
23.981,-1.5441,unknown
2271.441,-3.839,walk
2400.581,-1.1259,walk
693.311,-2.943,unknown
1677.051,-3.1607,walk
225.391,-1.315,unknown
2107.491,-1.6756,walk
1116.541,-3.2412,walk
1331.701,-4.2608,walk
3597.431,-1.547,walk
3430.351,-2.7647,walk
1814.601,-2.5782,unknown
178.591,-2.7907,unknown
386.711,3.7285,unknown
176.441,-1.5186,unknown
1659.801,1.5206,walk
1199.711,-4.2636,walk
884.091,-2.6618,unknown
3709.461,-2.1644,walk
3883.571,-1.6405,unknown
460.821,-1.5585,unknown
2298.981,-2.1988,walk
3599.361,0.1246,walk
2848.291,-4.6552,walk
3474.901,-1.4986,unknown
524.931,-1.0841,unknown
3331.811,-1.1311,walk
3421.701,-0.2333,unknown
1971.161,-2.827,unknown
418.281,-1.202,unknown
480.651,-1.4783,unknown
967.461,-3.8804,walk
3020.641,-5.3682,walk
1228.371,-6.7931,walk
3814.271,-2.807,unknown
3816.491,-2.7119,unknown
3225.951,-3.2659,walk
938.111,-2.9414,walk
1904.191,-4.7599,unknown
1787.111,-1.438,walk
1600.741,-1.1296,trot
2712.881,-1.9254,walk
2385.301,0.2105,walk
3812.531,-2.8475,unknown
208.961,-1.2316,unknown
2190.731,-1.6467,walk
2874.701,4.0652,trot
830.241,-2.8947,unknown
829.361,-2.919,unknown
3569.741,-2.3658,unknown
3167.031,-3.4226,stand
1999.371,-2.6814,unknown
2293.941,-5.1905,walk
308.391,-2.5379,unknown
1430.031,-2.2821,walk
528.871,-1.1322,unknown
2923.971,-4.1533,walk
2001.381,-2.6209,unknown
2122.881,-1.735,walk
1551.061,-6.113,trot
2295.631,-3.0451,walk
983.621,-1.7079,walk
1428.111,-0.9812,walk
2722.991,-3.2998,walk
1060.521,-3.7298,walk
2735.161,-6.5476,walk
405.331,4.2472,unknown
2523.901,-1.9329,walk
656.961,-2.3618,unknown
986.671,-3.4026,walk
3277.671,-4.2546,walk
2265.221,-1.8223,walk
2946.161,-1.9985,unknown
524.941,-1.0418,unknown
1068.431,-0.1907,walk
912.931,-2.8405,unknown
1940.301,-2.6807,unknown
3451.411,-0.9213,walk
3202.471,-0.8331,walk
118.851,-1.2785,unknown
748.581,-2.8936,unknown
3297.551,0.9832,unknown
3655.191,-3.2529,walk
1460.881,-1.5481,walk
3131.291,0.1272,walk
1472.961,-1.1175,walk
3572.761,-9.8084,unknown
206.251,-1.2987,unknown
1506.521,-2.0144,walk
299.571,-6.5794,unknown
3763.471,-3.8991,unknown
1109.751,-3.2726,walk
2648.431,-4.2696,unknown
3352.021,-4.5907,walk
3069.681,-2.2397,walk
3416.571,-4.9461,unknown
335.151,-1.1966,unknown
2479.771,-2.9829,walk
838.651,-2.7749,unknown
471.821,-1.2237,unknown
412.131,1.0119,unknown
3424.271,-5.4576,unknown
335.981,-1.6738,unknown
12.891,-1.0069,unknown
601.161,-2.6591,unknown
1776.121,-4.572,walk
3616.131,4.7023,trot
1632.631,5.37,trot
1773.481,-2.8449,walk
2209.321,-3.6303,walk
3146.211,-1.6797,walk
3791.021,-3.0848,unknown
196.611,-1.2363,unknown
217.371,-1.351,unknown
366.081,-1.7177,unknown
1979.661,-2.7729,unknown
1317.641,-2.0569,walk
2809.391,2.585,walk
3309.241,-4.2302,walk
1060.791,-3.5883,walk
2255.671,-2.5137,walk
1735.631,-3.6395,walk
2778.651,9.9281,trot
2469.681,-4.0451,walk
3018.301,-4.6228,walk
662.831,-2.8202,unknown
470.141,-1.0599,unknown
2366.921,-4.0371,walk
995.481,-5.3781,walk
480.841,-0.9191,unknown
1759.621,-2.3736,walk
793.441,-2.844,unknown
3774.511,-2.4202,unknown
819.341,-2.8802,unknown
3077.361,-1.9938,walk
1960.281,-2.7869,unknown
1807.101,-2.5113,unknown
174.271,-1.4091,unknown
258.111,-1.0504,unknown
14.701,1.987,unknown
350.791,-0.814,unknown
2527.281,-3.6897,walk
2415.461,0.9037,walk
2522.821,-2.9198,walk
1231.961,-3.0444,walk
3639.811,-3.6208,trot
53.361,-1.4872,unknown
3422.001,-2.4237,unknown
3438.671,-2.8814,walk
327.361,-1.4156,unknown
2192.291,-2.9204,walk
1150.591,-3.5059,walk
895.401,-2.4964,unknown
3890.011,-1.3132,unknown
3044.381,-2.5313,walk
1907.561,-2.8852,unknown
327.511,-1.3255,unknown
3187.721,-2.9063,walk
397.831,-7.7735,unknown
889.761,-2.9218,unknown
1005.311,-3.4581,walk
687.001,-2.8385,unknown
3573.981,-3.1167,unknown
1791.761,-2.8989,unknown
810.671,-2.9048,unknown
2567.111,-0.9683,walk
1147.681,-1.7494,walk
1267.271,-5.5587,walk
2702.501,-3.2046,walk
2511.971,-3.3306,walk
812.751,-2.9058,unknown
3672.921,0.1808,walk
2588.061,-6.9759,walk
3646.801,-3.9657,walk
2495.631,-5.8213,walk
3381.961,-2.6089,walk
2426.161,-4.8903,walk
262.951,-1.3334,unknown
2486.701,-1.3084,walk
1884.951,-2.8649,unknown
1610.951,2.2805,trot
3741.771,-2.3414,walk
51.091,-1.4075,unknown
2040.101,-3.4809,walk
1639.221,4.5837,trot
637.291,-2.8605,unknown
390.181,-2.2477,unknown
337.211,-4.377,unknown
2131.071,-2.8167,walk
2386.891,-1.1023,walk
1166.871,-1.5122,walk
453.711,-1.9576,unknown
2707.831,-2.8203,walk
3117.181,-2.383,walk
1680.821,-3.1851,walk
1542.331,-6.6832,trot
3024.311,-2.574,walk
17.391,-0.187,unknown
3560.441,-3.0959,unknown
2215.211,-3.5836,walk
126.331,-1.2294,unknown
621.461,-3.0813,unknown
3135.791,-3.6309,walk
3039.201,-2.5969,walk
998.601,1.0519,walk
3887.921,-1.2864,unknown
3463.871,-1.6014,walk
2605.521,-0.0587,walk
1343.531,-0.5195,walk
2046.741,-2.1288,walk
487.291,-1.3916,unknown
2409.871,-4.4629,walk
336.551,-0.2919,unknown
2740.191,-0.6651,unknown
3468.981,-8.6616,unknown
236.171,-1.268,unknown
881.641,-2.6095,unknown
717.501,-2.7559,unknown
3082.771,-1.493,walk
2077.591,-1.2877,walk
883.591,-2.8645,unknown
1251.791,-3.1258,walk
1287.411,-2.8337,walk
2482.911,-0.9271,walk
365.431,-1.069,unknown
2260.781,-2.5673,walk
129.661,-1.108,unknown
2682.861,-6.2952,unknown
1765.121,-3.8031,walk
408.271,-3.7013,unknown
3344.661,-0.9542,walk
1622.501,-7.0489,trot
3644.461,-5.4254,walk
1657.341,-3.0441,walk
708.781,-2.8599,unknown
3438.491,-4.4206,walk
1540.871,3.0801,trot
158.651,-1.234,unknown
3840.991,-1.2737,unknown
2795.541,-1.9632,walk
379.181,-9.222,unknown
5.131,-1.23,unknown
2803.101,-1.0866,walk
1450.261,-2.9104,walk
631.101,-2.7551,unknown
1895.291,-2.7244,unknown
2283.741,-0.6063,walk
2628.631,0.5776,walk
344.681,-1.5646,unknown
621.851,-2.56,unknown
3085.861,0.1046,walk
2530.891,-1.1099,walk
3296.471,-1.3784,unknown
1833.371,-2.6221,unknown
2115.951,-2.4016,walk
2217.251,-2.4376,walk
3315.011,-5.648,walk
2182.861,-3.1551,walk
1767.791,-3.7935,walk
1761.631,-2.6675,walk
2308.251,-2.1292,walk
2151.521,-3.5376,walk
894.121,-2.7803,unknown
2225.131,-3.0224,walk
390.211,-2.724,unknown
2089.671,-1.5841,walk
3845.601,-1.3727,unknown
2238.831,-2.2641,walk
2027.971,-3.0166,walk
2730.061,-4.9603,walk
3391.361,-1.3965,walk
553.431,-1.8515,unknown
271.881,-1.2517,unknown
2617.351,-4.1544,walk
1254.661,-0.0629,walk
2531.081,-4.0457,walk
2691.571,-0.7664,walk
563.311,-1.916,unknown
1225.931,-3.8485,walk
1740.611,-1.112,walk
1301.541,-3.7535,walk
291.391,-1.3943,unknown
2185.041,0.4606,walk
2746.001,-0.3221,trot
2040.441,-4.612,walk
3398.691,-4.7517,unknown
2087.531,-4.1761,walk
1287.311,-4.4622,walk
73.741,-1.4014,unknown
2397.321,-5.2718,walk
1555.211,-9.1433,trot
686.221,-2.8176,unknown
1894.761,-2.7545,unknown
1881.231,-2.8337,unknown
1057.611,-1.0693,walk
3406.961,-6.4524,unknown
3830.351,-2.3445,unknown
3491.971,-7.2448,trot
2119.711,-1.6977,walk
310.441,-4.2174,unknown
2725.921,-2.6983,walk
2412.721,-5.1548,walk
3407.211,-1.3448,unknown
3336.431,-0.9541,walk
95.851,-1.3522,unknown
1421.411,-5.2595,walk
2737.231,-1.6394,walk
1896.001,-2.758,unknown
57.511,-1.358,unknown
1950.321,-2.8745,unknown
1339.471,-2.1191,walk
2758.631,-4.3183,trot
1143.481,-4.4994,walk
851.891,-2.9469,unknown
1181.921,-4.7026,walk
769.441,-2.9833,unknown
59.601,-1.3522,unknown
1377.781,-0.933,walk
2183.491,-0.6818,walk
454.261,-0.0555,unknown
3451.291,-1.3057,walk
238.681,-2.4282,unknown
1181.081,-0.876,walk
2589.221,-4.4156,walk
1426.061,-3.5835,walk
3165.251,-2.911,walk
1338.171,-1.1776,walk
954.531,-5.7047,walk
1798.431,-2.8243,unknown
3185.261,-4.5567,walk
1428.261,-3.7996,walk
804.161,-2.9396,unknown
2453.081,-6.0985,walk
2439.271,-0.1323,walk
537.371,-0.8791,unknown
1793.791,-2.8088,unknown
3301.621,-1.1788,walk
974.591,-4.5256,walk
3126.041,-4.7894,walk
1759.831,-3.2518,walk
2226.961,-1.9662,walk
2606.421,-4.0538,walk
3662.811,-3.319,walk
2817.121,1.6109,trot
3691.831,-1.7519,walk
1032.261,-3.7123,walk
3453.651,-2.8246,walk
1333.811,-4.6326,walk
207.841,-1.3621,unknown
3083.161,-0.5592,walk
891.771,-2.9998,unknown
3430.791,-0.4377,walk
1137.831,-0.8255,walk
1899.821,-2.7357,unknown
3866.731,-1.1894,unknown
2235.621,-3.3969,walk
1043.471,-4.0756,walk
2462.031,-1.0575,walk
1354.901,-1.78,walk
257.441,-1.1093,unknown
491.401,-1.2406,unknown
1100.341,-2.0031,walk
2394.561,-2.3778,walk
1002.591,-3.1726,walk
3384.321,-2.3531,walk
2519.211,-4.1261,walk
498.581,-1.9785,unknown
3520.961,-6.5403,trot
3625.661,-6.2636,trot
783.761,-2.9612,unknown
665.931,-2.9037,unknown
5.511,-1.9214,unknown
3083.471,-1.5291,walk
2365.611,-1.0962,walk
3531.901,-2.795,walk
604.301,-2.6908,unknown
2082.051,-3.0721,walk
3646.031,-3.9658,walk
192.431,-1.9907,unknown
2349.021,-1.9471,walk
1801.761,-2.6646,unknown
2393.881,-3.6416,walk
719.451,-3.0027,unknown
2523.721,-3.743,walk
2707.951,-4.0823,walk
3680.741,-1.2514,walk
479.761,-2.6231,unknown
2380.241,-2.9019,walk
3007.361,-0.244,walk
1700.941,-4.0845,walk
1477.071,-3.42,walk
304.831,-1.219,unknown
783.781,-2.9368,unknown
2288.251,-1.3134,walk
1823.451,-2.9732,unknown
2976.361,1.5721,trot
3710.151,-3.5394,walk
1019.911,-4.6518,walk
3685.801,-1.2407,walk
372.791,-1.4103,unknown
3889.391,-1.2938,unknown
993.171,-2.4819,walk
2081.701,-3.5333,walk
3751.071,-3.2483,walk
2869.631,-0.8027,trot
3805.751,-2.8874,unknown
2673.261,-3.0538,walk
1656.221,-5.1789,walk
1218.001,-3.1838,walk
421.761,-0.9991,unknown
1772.991,-1.9191,walk
1559.561,8.6227,trot
2912.611,-6.996,trot
336.351,-2.1757,unknown
2667.071,-3.8081,walk
3129.691,-1.9142,walk
406.101,-6.7923,unknown
76.201,-1.2514,unknown
2028.591,-2.7897,walk
464.241,-0.6667,unknown
2049.461,-4.8647,walk
499.981,-1.6636,unknown
1616.061,0.5358,trot
3076.431,-0.7061,walk
3456.581,-1.7509,walk
3238.031,-2.2936,walk
1651.221,-2.2811,walk
1992.641,-2.7921,unknown
812.211,-2.8552,unknown
620.471,-2.4534,unknown
2043.751,-2.3659,walk
3851.001,-1.4305,unknown
857.091,-2.7239,unknown
3134.801,-4.5463,walk
3103.101,-2.9344,walk
3745.241,-2.1442,walk
3770.961,-2.2191,unknown
3811.381,-2.8635,unknown
2278.861,-0.2113,walk
148.971,-4.9815,unknown
1186.251,-2.0575,walk
495.781,-1.304,unknown
1754.141,-4.9289,walk
1992.821,-2.8793,unknown
322.681,-1.3997,unknown
1686.771,0.5883,walk
817.531,-2.6707,unknown
2529.751,-1.5216,walk
1017.611,-0.4153,walk
2852.141,-1.9145,walk
8.951,-2.1509,unknown
1463.231,-4.4377,walk
1040.441,-2.5639,walk
2946.591,-1.9865,unknown
2703.471,0.0129,walk
1192.621,-0.8821,walk
2075.911,-3.2051,walk
2788.431,2.7085,trot
507.411,-0.1656,unknown
2904.511,-5.8151,walk
265.771,-1.3358,unknown
2163.271,-1.7286,walk
767.831,-2.7782,unknown
1109.391,-4.2356,walk
3550.501,-8.18,trot
1855.711,-3.2019,unknown
1849.201,-2.7688,unknown
3403.281,-3.3856,unknown
1667.831,-1.3054,walk
841.501,-2.9481,unknown
987.811,-4.4399,walk
2039.461,-1.7269,walk
2389.791,-0.5826,walk
3224.421,-5.6457,walk
2584.541,-5.1172,walk
1822.401,-2.8259,unknown
1853.571,-2.8206,unknown
797.391,-2.9379,unknown
218.801,-1.2749,unknown
1086.031,-1.7968,walk
580.291,-2.9701,unknown
3695.711,-1.2718,walk
3698.421,-2.092,walk
788.201,-2.9213,unknown
577.741,-2.9929,unknown
2343.211,-4.9255,walk
1127.341,-5.1803,walk
3272.451,-3.4396,walk
1155.781,-3.1361,walk
2101.891,-0.9613,walk
3374.761,-3.1931,walk
728.611,-2.2762,unknown
1187.761,-4.0229,walk
2901.681,-3.7877,walk
3344.891,-3.1167,walk
785.711,-2.9255,unknown
3372.891,-2.8606,walk
2634.251,-0.9427,unknown
1814.891,-2.7511,unknown
1589.471,-9.1986,trot
2853.481,-3.8092,walk
760.641,-3.2806,unknown
1086.821,-1.9468,walk
2467.311,-0.8542,walk
2753.481,3.7377,trot
1101.831,-3.8785,walk
1805.261,-2.7066,unknown
2326.381,-3.2544,walk
1113.031,-3.8033,walk
753.561,-1.1388,unknown
343.321,-3.7931,unknown
2850.451,-4.5926,walk
3423.371,-3.2056,unknown
2950.231,-9.8657,unknown
808.621,-3.0884,unknown
2330.211,-2.8894,walk
3476.951,-0.4657,unknown
1378.521,-3.1655,walk
1797.321,-2.4975,unknown
